Date,Open,High,Low,Close,Adj Close,Volume
2017-07-13,105.470001,106.250000,104.379997,106.099998,104.880257,545700
2017-07-14,106.110001,108.199997,105.110001,107.449997,106.214729,316500
2017-07-17,107.349998,107.809998,106.769997,106.980003,105.750153,236700
2017-07-18,106.800003,107.459999,105.900002,106.980003,105.750153,313500
2017-07-19,107.300003,107.849998,106.900002,107.589996,106.353127,247900
2017-07-20,107.790001,108.269997,107.190002,107.400002,106.165314,139700
2017-07-21,107.169998,108.379997,107.120003,108.150002,106.906693,148500
2017-07-24,108.139999,109.220001,108.010002,108.980003,107.727150,276800
2017-07-25,109.599998,110.529999,109.250000,110.260002,108.992432,544400
2017-07-26,110.739998,110.769997,110.120003,110.349998,109.081390,327700
2017-07-27,110.800003,110.800003,109.199997,109.809998,108.547600,430400
2017-07-28,109.750000,110.580002,108.620003,110.370003,109.101173,305700
2017-07-31,110.500000,110.589996,108.940002,108.949997,107.697495,312900
2017-08-01,109.440002,111.050003,108.839996,110.489998,109.219788,267600
2017-08-02,110.370003,110.639999,107.239998,108.650002,107.400948,357000
2017-08-03,109.699997,112.290001,107.570000,111.709999,110.425758,391000
2017-08-04,112.500000,113.379997,110.629997,111.169998,109.891975,505400
2017-08-07,111.160004,111.919998,110.849998,111.199997,109.921623,461400
2017-08-08,111.129997,111.180000,109.790001,110.389999,109.120934,358200
2017-08-09,110.250000,110.360001,109.010002,109.680000,108.419098,387800
2017-08-10,109.440002,110.260002,107.129997,107.260002,106.026917,396600
2017-08-11,107.360001,108.019997,106.129997,107.129997,105.898415,529900
2017-08-14,108.199997,110.800003,107.339996,110.279999,109.012199,572600
2017-08-15,110.489998,110.779999,109.150002,109.269997,108.013809,260800
2017-08-16,109.720001,112.489998,109.400002,112.190002,111.287270,327700
2017-08-17,112.129997,112.639999,110.250000,110.339996,109.452141,328800
2017-08-18,110.779999,111.500000,110.050003,111.120003,110.225876,506100
2017-08-21,110.980003,111.900002,110.010002,110.320000,109.432304,194000
2017-08-22,110.739998,113.360001,110.550003,112.970001,112.060982,384900
2017-08-23,112.400002,112.830002,111.559998,112.220001,111.317017,428800
2017-08-24,112.849998,112.949997,111.839996,112.019997,111.118629,340000
2017-08-25,112.389999,114.779999,112.250000,114.260002,113.340614,416600
2017-08-28,114.470001,115.370003,113.410004,113.989998,113.072769,453700
2017-08-29,113.559998,114.860001,112.919998,113.080002,112.170105,333700
2017-08-30,112.980003,113.570000,112.510002,112.989998,112.080826,210400
2017-08-31,113.269997,115.150002,112.870003,114.610001,113.687790,771700
2017-09-01,115.279999,115.769997,114.230003,115.449997,114.521027,333200
2017-09-05,115.160004,115.480003,112.860001,113.129997,112.219696,314300
2017-09-06,113.470001,113.750000,111.449997,112.089996,111.188065,386200
2017-09-07,112.370003,114.120003,112.160004,114.019997,113.102531,337300
2017-09-08,113.620003,115.930000,113.500000,114.889999,113.965530,396300
2017-09-11,115.610001,115.980003,114.849998,115.769997,114.838448,332900
2017-09-12,116.250000,118.059998,115.680000,117.739998,116.792603,624700
2017-09-13,117.040001,117.139999,114.269997,114.290001,113.370361,373400
2017-09-14,114.300003,115.489998,111.660004,113.459999,112.547043,541300
2017-09-15,112.720001,113.709999,112.320000,113.300003,112.388336,909300
2017-09-18,113.449997,114.410004,112.110001,113.150002,112.239540,459200
2017-09-19,113.400002,114.190002,113.120003,113.809998,112.894226,599200
2017-09-20,113.980003,114.970001,113.580002,114.290001,113.370361,451700
2017-09-21,114.370003,115.320000,114.019997,115.300003,114.372238,276800
2017-09-22,115.169998,117.669998,115.169998,117.419998,116.475174,308600
2017-09-25,117.209999,117.209999,114.400002,116.010002,115.076523,323200
2017-09-26,116.180000,116.870003,115.190002,115.190002,114.263123,232000
2017-09-27,115.940002,116.389999,114.550003,115.760002,114.828537,298000
2017-09-28,115.620003,116.980003,115.250000,116.970001,116.028801,307300
2017-09-29,116.980003,118.589996,116.529999,116.900002,115.959366,503500
2017-10-02,117.620003,118.250000,116.900002,116.980003,116.038719,606900
2017-10-03,116.980003,118.790001,116.949997,118.510002,117.556412,420300
2017-10-04,118.680000,120.190002,118.120003,120.139999,119.173286,383300
2017-10-05,120.199997,121.099998,119.669998,121.099998,120.125557,332600
2017-10-06,121.199997,121.400002,120.360001,121.279999,120.304115,379200
2017-10-09,121.260002,121.790001,120.769997,121.540001,120.562027,342900
2017-10-10,121.540001,121.940002,120.559998,121.919998,120.938965,241900
2017-10-11,121.849998,122.269997,121.279999,121.879997,120.899292,344000
2017-10-12,122.080002,123.120003,121.900002,122.730003,121.742455,261700
2017-10-13,123.139999,123.180000,122.010002,122.089996,121.107597,320500
2017-10-16,122.290001,124.510002,122.290001,123.480003,122.486420,849000
2017-10-17,123.349998,123.410004,122.059998,122.449997,121.464699,242300
2017-10-18,123.209999,123.489998,122.489998,122.589996,121.603577,328800
2017-10-19,122.040001,122.470001,121.199997,122.000000,121.018326,371400
2017-10-20,123.000000,123.389999,121.849998,122.000000,121.018326,308400
2017-10-23,122.660004,122.739998,121.580002,121.699997,120.720734,309600
2017-10-24,122.160004,122.160004,120.300003,120.449997,119.480789,393000
2017-10-25,120.629997,120.820000,118.300003,118.540001,117.586166,494700
2017-10-26,119.110001,120.919998,118.730003,120.250000,119.282402,1003200
2017-10-27,121.129997,121.129997,119.279999,120.000000,119.034409,529700
2017-10-30,119.269997,119.639999,117.430000,117.650002,116.703331,450300
2017-10-31,116.959999,118.139999,116.669998,117.360001,116.415657,877900
2017-11-01,118.209999,119.489998,117.279999,117.589996,116.643806,548300
2017-11-02,116.410004,127.230003,115.169998,125.419998,124.410797,739800
2017-11-03,125.970001,127.050003,122.519997,126.040001,125.025818,571400
2017-11-06,126.529999,127.779999,126.000000,127.699997,126.672455,723500
2017-11-07,127.589996,128.000000,125.599998,125.980003,124.966309,262100
2017-11-08,126.230003,127.639999,126.169998,127.099998,126.077286,228200
2017-11-09,126.480003,127.949997,125.900002,127.879997,126.851006,308100
2017-11-10,127.709999,127.709999,124.870003,125.019997,124.014023,312100
2017-11-13,124.540001,125.870003,124.290001,125.459999,124.450478,350700
2017-11-14,124.930000,126.470001,124.769997,125.120003,124.113220,452500
2017-11-15,124.260002,125.599998,123.800003,124.230003,123.230392,293200
2017-11-16,124.169998,126.730003,124.169998,125.379997,124.752724,409900
2017-11-17,124.839996,126.739998,124.839996,126.580002,125.946724,274600
2017-11-20,127.029999,128.320007,126.809998,127.190002,126.553673,240300
2017-11-21,128.570007,128.899994,126.919998,127.500000,126.862122,437200
2017-11-22,127.690002,128.850006,126.400002,127.500000,126.862122,304600
2017-11-24,128.020004,129.110001,127.500000,128.899994,128.255112,95600
2017-11-27,129.089996,129.270004,128.410004,128.750000,128.105881,281300
2017-11-28,129.419998,129.970001,128.669998,129.350006,128.702866,468800
2017-11-29,129.779999,129.910004,126.430000,127.730003,127.090973,425300
2017-11-30,128.190002,129.199997,127.580002,128.699997,128.056107,481900
2017-12-01,128.649994,129.070007,126.330002,128.949997,128.304855,352600
2017-12-04,129.919998,130.580002,127.320000,127.570000,126.931770,597200
2017-12-05,127.709999,129.330002,127.410004,128.360001,127.717819,379200
2017-12-06,128.309998,129.559998,127.779999,128.000000,127.359619,220500
2017-12-07,127.650002,129.250000,127.279999,128.210007,127.568573,271400
2017-12-08,128.490005,128.779999,127.459999,127.709999,127.071068,324700
2017-12-11,127.620003,128.699997,127.440002,128.339996,127.697914,397300
2017-12-12,128.500000,129.679993,127.580002,128.000000,127.359619,1082700
2017-12-13,128.210007,128.699997,126.989998,127.290001,126.653168,734800
2017-12-14,127.029999,128.070007,126.930000,127.550003,126.911880,370900
2017-12-15,128.110001,130.070007,127.320000,127.930000,127.289970,719300
2017-12-18,128.460007,128.869995,126.459999,127.279999,126.643227,768000
2017-12-19,127.419998,128.419998,126.440002,126.970001,126.334770,400900
2017-12-20,127.949997,129.460007,127.029999,128.160004,127.518822,354000
2017-12-21,128.509995,129.369995,128.149994,128.619995,127.976517,359800
2017-12-22,128.520004,128.520004,126.690002,128.330002,127.687973,228600
2017-12-26,127.910004,128.100006,125.150002,125.599998,124.971626,386500
2017-12-27,125.739998,126.470001,124.940002,125.470001,124.842278,568500
2017-12-28,125.800003,126.629997,124.080002,126.379997,125.747726,478700
2017-12-29,126.730003,127.540001,126.360001,126.540001,125.906921,315300
