Date,Open,High,Low,Close,Adj Close,Volume
2016-07-11,0.273000,0.283000,0.270000,0.275000,0.275000,0
2016-07-12,0.295000,0.298000,0.295000,0.295000,0.295000,0
2016-07-13,0.293000,0.298000,0.290000,0.298000,0.298000,0
2016-07-14,0.298000,0.308000,0.295000,0.303000,0.303000,0
2016-07-15,0.295000,0.298000,0.293000,0.298000,0.298000,0
2016-07-18,0.298000,0.298000,0.288000,0.288000,0.288000,0
2016-07-19,0.313000,0.315000,0.310000,0.310000,0.310000,0
2016-07-20,0.310000,0.315000,0.310000,0.315000,0.315000,0
2016-07-21,0.308000,0.308000,0.303000,0.303000,0.303000,0
2016-07-22,0.303000,0.305000,0.303000,0.303000,0.303000,0
2016-07-25,0.303000,0.303000,0.298000,0.298000,0.298000,0
2016-07-26,0.313000,0.315000,0.308000,0.308000,0.308000,0
2016-07-27,0.305000,0.308000,0.275000,0.283000,0.283000,0
2016-07-28,0.270000,0.270000,0.220000,0.220000,0.220000,0
2016-07-29,0.220000,0.240000,0.215000,0.240000,0.240000,0
2016-08-01,0.258000,0.258000,0.235000,0.238000,0.238000,0
2016-08-02,0.275000,0.280000,0.273000,0.280000,0.280000,0
2016-08-03,0.275000,0.275000,0.268000,0.268000,0.268000,0
2016-08-04,0.263000,0.263000,0.245000,0.248000,0.248000,0
2016-08-05,0.245000,0.253000,0.243000,0.250000,0.250000,0
2016-08-08,0.253000,0.260000,0.243000,0.250000,0.250000,0
2016-08-09,0.293000,0.295000,0.290000,0.293000,0.293000,0
2016-08-10,0.295000,0.295000,0.270000,0.273000,0.273000,0
2016-08-11,0.268000,0.275000,0.255000,0.275000,0.275000,0
2016-08-12,0.270000,0.270000,0.263000,0.263000,0.263000,0
2016-08-15,0.265000,0.275000,0.263000,0.275000,0.275000,0
2016-08-16,0.285000,0.290000,0.285000,0.288000,0.288000,0
2016-08-17,0.288000,0.290000,0.288000,0.288000,0.288000,0
2016-08-18,0.283000,0.285000,0.283000,0.285000,0.285000,0
2016-08-19,0.283000,0.293000,0.283000,0.293000,0.293000,0
2016-08-22,0.295000,0.295000,0.278000,0.280000,0.280000,0
